,B_X,B_Y,B_Z,B_?,EDP_X,EDP_Y,EDP_Z,EDI_X,EDI_Y,EDI_Z,IsEdi
19,58.89192609,-70.55242141,27.41968309,95.90485565,0.6647774761,1.077110035,1.344186812,0.79590595,1.0960007,1.1111561,1
20,60.04004583,-70.42924938,26.5176138,96.27185116,1.042971505,1.386630683,1.321731062,1.1710635,1.4065511,1.0846181,1
21,61.26184004,-70.99433202,25.73388238,97.2390856,0.6354307601,0.6788350984,0.3718956788,0.7614436,0.69992906,0.13010442,1
22,60.98876036,-71.41687409,25.55207799,97.32886058,0.4053309994,0.58139131,0.6541834755,0.53096163,0.6024518,0.41318616,1
23,61.34359776,-71.22446514,25.55377711,97.41128132,0.07509912216,0.2405370886,0.4916357248,0.20079143,0.26188067,0.24939233,1
24,61.25968475,-71.37943006,25.67698272,97.50425274,-0.1249665202,0.08331543751,0.5286569801,0.0012934651,0.10461302,0.2866333,1
25,61.33415504,-71.08068537,25.9654074,97.40916899,-0.2039248319,0.08965154576,0.7267031113,-0.07659154,0.11102822,0.48444188,1
26,61.17029209,-71.102925,26.30782649,97.41423554,-0.422422343,-0.09721887807,0.7198456528,-0.29375467,-0.07596554,0.47811285,1
27,61.16439794,-71.16876448,26.40670368,97.48533488,-0.04446384752,-0.005644952113,0.08832130521,0.084848434,0.015757447,-0.15351598,1
28,61.24404755,-71.22335021,26.22750417,97.52682349,0.1200245348,0.1244388977,0.05877875728,0.24877064,0.14597407,-0.1833764,1
29,61.33708333,-71.44883801,26.28239068,97.76470874,0.4932380169,0.5499753982,0.3457109735,0.62245065,0.5716516,0.10308509,1
30,61.90069704,-71.59286455,25.71100301,98.07288452,0.396705475,0.4469465735,0.2910663036,0.52416945,0.46925527,0.046308633,1
31,62.63468057,-71.88933377,25.26871064,98.63917986,0.5476423602,0.6520376148,0.5003764696,0.6738895,0.67502004,0.25282687,1
32,63.49893098,-72.55449498,24.72293762,99.53638856,0.5787456834,0.5161077439,0.02799178192,0.70386004,0.5400631,-0.22305284,1
33,64.0519584,-73.08887813,24.95496485,100.3363735,-0.3842311471,-0.5204039891,-0.537006715,-0.25764456,-0.495971,-0.79035664,1
34,64.23192066,-73.06293077,24.95250517,100.4318635,0.005488454074,-0.1140450305,-0.347071448,0.13210163,-0.08948254,-0.601074,1
35,64.46097548,-73.16035781,24.92570619,100.6426682,-0.09659274768,-0.3581530218,-0.8001989121,0.030038442,-0.3334164,-1.0550776,1
36,64.75460902,-73.40736876,25.0250216,101.0349033,-0.184052758,-0.3223617411,-0.4685387415,-0.056842234,-0.2974351,-0.7245892,1
37,64.92863322,-73.69830972,25.13153947,101.3842294,0.1752568325,0.2480559818,0.2749842099,0.30311537,0.27312344,0.018165465,0
38,64.87059449,-73.96623604,25.24941468,101.5713088,-0.424564088,0.06399353527,1.27886037,-0.29610792,0.08901906,1.0221422,0
39,65.00417575,-74.07636278,25.31692857,101.7536187,-0.3926128067,-0.5568674471,-0.6208353357,-0.26379994,-0.53175235,-0.87809163,0
40,65.69366296,-74.30107398,25.34185939,102.3646248,-0.3094362503,-0.02724578702,0.7215375303,-0.18025786,-0.0016626073,0.4616772,0
41,65.47313541,-74.5784613,25.42339164,102.4452412,-0.2482274477,-0.3701352423,-0.4447646721,-0.11855945,-0.34465432,-0.70395285,0
42,65.91984201,-74.7657926,25.43800814,102.870994,0.1193636669,0.126003278,0.06201137484,0.24929719,0.15179777,-0.19888371,0
43,66.23002566,-74.85329565,25.50580784,103.1502669,-0.1860790633,-0.3821353547,-0.6373809611,-0.05575591,-0.35612628,-0.8994562,0
44,66.41603299,-75.02740229,25.49663204,103.3938117,0.2816548986,0.4232034618,0.516820294,0.41214946,0.4493973,0.25397477,0
45,66.45194215,-75.18515041,25.49332103,103.5305569,0.324852787,0.411106174,0.3646593081,0.45547116,0.43735948,0.101610586,0
46,66.8232182,-75.62414105,25.53744034,104.0985857,0.4694331439,0.4554447883,0.1121426696,0.60070616,0.48207676,-0.15249094,0
47,66.80138647,-75.98851506,25.51667703,104.3445344,0.5868634981,0.5666742129,0.136519226,0.71837556,0.59339213,-0.12820698,0
48,67.29575444,-75.72225802,25.36495937,104.4316127,0.3776335773,0.3414383539,0.02132880595,0.5085172,0.3685093,-0.24510331,0
49,67.39382672,-75.72836158,25.40501174,104.5089923,0.5897402841,0.5694095732,0.1353448379,0.7208149,0.59655213,-0.1314591,0
50,67.87215719,-75.98574552,25.05202064,104.9193341,0.5472143763,0.6240584687,0.4122597047,0.6772782,0.65166086,0.14360571,0
51,67.93244762,-76.04400123,25.0447315,104.9987943,0.5797864437,0.6962401502,0.5479452813,0.70990825,0.7239171,0.27903345,0
52,67.88924678,-76.24569163,25.24592307,105.1651646,0.5746281171,0.6486862123,0.4178365945,0.7056329,0.6763146,0.1489903,0
53,68.81736777,-77.27226525,25.3314944,106.5294242,0.07717378459,0.1610396955,0.2815140451,0.20947756,0.18946981,0.008812495,0
54,68.89583312,-77.65008689,25.53702842,106.9032796,-0.3564981986,0.1086933736,1.295710601,-0.2231309,0.13719063,1.0225528,1
55,69.28854407,-77.74836706,26.03188725,107.3469585,-0.6584969292,-0.534051806,0.1582956999,-0.5230756,-0.5053389,-0.11639691,1
56,69.34230373,-77.80883219,26.15766692,107.456007,-0.6359328482,-0.4980359846,0.2057872309,-0.49996224,-0.4692868,-0.06914458,1
57,69.44105445,-78.07809691,26.62657624,107.8296043,-0.6689995621,-0.5124713983,0.242175788,-0.5309136,-0.48360905,-0.033312812,1
58,69.94698673,-78.55402674,26.81396284,108.5463273,-0.4726001268,-0.1150737903,0.8944466831,-0.33321273,-0.085720606,0.6168332,1
59,71.50529776,-78.70844334,25.98108294,109.4670845,1.065959491,1.245693822,0.867622504,1.2028834,1.2765135,0.5841464,1
60,71.72303576,-79.27492836,25.50057758,109.9044438,1.347335537,1.445139986,0.7054387759,1.4830264,1.476381,0.42091444,1
61,72.2138565,-79.31792937,25.01353399,110.1446924,1.271167232,1.409466769,0.8041236408,1.4052241,1.4412122,0.51776737,1
62,72.26250072,-79.81452779,25.13675511,110.5625816,0.7520916922,0.879060543,0.6104320516,0.887046,0.91093194,0.32366738,1
63,73.05092692,-79.53691267,24.45085615,110.7266949,1.15412873,1.413979473,1.155122006,1.2865571,1.4465882,0.86554444,1
64,73.31065763,-79.7729072,24.24657137,111.0228152,0.7113590703,0.8088956499,0.5107421852,0.8433038,0.8418111,0.22009523,1
65,73.23236731,-79.95216724,24.35716298,111.1242563,0.5445863921,0.682800636,0.5938312946,0.6770849,0.7156804,0.30338815,1
66,74.1094655,-80.62841587,23.5486917,112.0164915,0.765481661,0.7457515769,0.1492352503,0.89584064,0.7796995,-0.14477968,1
67,74.03999977,-81.40653358,23.45608103,112.512821,0.6753449458,0.4871363083,-0.4369788706,0.8059814,0.52121586,-0.73106146,1
68,74.00258841,-81.57774568,23.56354848,112.6346003,0.3704982861,0.2354116155,-0.3467303543,0.5016835,0.26948625,-0.640757,1
69,74.03403093,-82.00460374,23.73925757,113.0015227,0.1919495171,-0.09949848145,-0.9404933246,0.32413018,-0.06536802,-1.2348164,1
70,73.85198479,-82.41618457,24.03479352,113.2440443,0.03774253756,0.02092403439,-0.04380312472,0.17140558,0.054999378,-0.3376655,1
71,73.78516394,-82.72049338,24.58725489,113.5405841,-0.08401816213,-0.132622677,-0.1932288935,0.052066024,-0.09856832,-0.4870397,1
72,73.8422089,-82.71367331,25.1492803,113.6956872,-0.2050065867,0.16608813,1.14653806,-0.0666357,0.20019197,0.85242397,1
73,74.13952215,-82.58239897,25.19945567,113.8048033,-0.4174729191,0.03445883804,1.338782626,-0.2789297,0.06876518,1.0436006,1
74,75.17424102,-82.42079552,25.04280253,114.3306476,0.7101662195,0.9140026892,0.8780066535,0.8484247,0.9492395,0.5789495,1
75,77.67334731,-83.62778798,23.09878857,116.4487439,0.9396615056,1.078108784,0.7521114438,1.0722532,1.1159505,0.44325426,1
76,77.69718931,-83.96839599,22.86649803,116.6637059,1.144759576,1.191204794,0.4853056204,1.2767595,1.2291788,0.17623301,1
77,77.81561106,-84.11030731,22.88026417,116.8474187,0.7966357546,0.8130620611,0.2849181753,0.92883444,0.85115397,-0.024658635,1
78,77.65836585,-84.38936291,22.81212308,116.930662,0.6791598387,0.7055135419,0.2877266697,0.8113275,0.74358094,-0.021382773,1
79,77.81396707,-84.30524264,23.33246565,117.0760025,0.4468633332,0.4576675266,0.1629178946,0.5809442,0.4957173,-0.14676084,1
80,78.05990332,-84.71182057,23.36757586,117.539294,0.3792216908,0.3868355924,0.1374627945,0.5138035,0.42512754,-0.17329521,1
81,78.3770971,-85.30473468,23.12128793,118.1289986,0.4274605589,0.3483369089,-0.1649029753,0.5617306,0.3870833,-0.4771022,1
82,78.45393781,-85.56486273,23.27144948,118.3973228,0.2296943569,0.2115453611,0.004338928246,0.3647909,0.25039265,-0.30827126,1
83,78.96445911,-85.90425366,24.25479679,119.1772714,-0.4670356154,-0.3184160918,0.3942854445,-0.32762298,-0.27914754,0.07948968,1
84,79.40359704,-85.87474372,24.54871112,119.5074849,-0.1524354603,0.07114328114,0.740932012,-0.01170213,0.1107927,0.4244246,1
85,80.65667884,-86.2076226,24.27057971,120.525162,0.3468119159,0.6050921872,0.9931301495,0.48717833,0.6459335,0.6717264,1
86,81.08038951,-86.35735557,24.25369776,120.9126307,0.809935895,1.1228568,1.294059927,0.95045936,1.1640607,0.9709984,1
87,81.48444487,-86.68751674,23.99737638,121.3685053,0.6086795746,0.7500044248,0.6482792997,0.7485878,0.79162973,0.32357928,1
88,81.69021454,-86.87141303,23.8968855,121.6182261,0.9065244936,1.004501445,0.55700338,1.0462376,1.0463315,0.23146495,1
89,81.92651962,-87.15612974,23.64012432,121.9303087,0.9011737427,0.9731340493,0.4642235988,1.0401732,1.0152291,0.13770682,1
90,82.29866958,-87.51069445,23.26070822,122.3611583,-0.02232923808,-0.09661903905,-0.2840085877,0.11568195,-0.05403118,-0.612083,1
91,82.85373634,-87.79506464,23.29126887,122.9438843,0.3534046,0.3576845215,0.09349687605,0.49190333,0.400765,-0.2367936,1
92,82.76098827,-88.62201998,22.99786283,123.4185746,0.4187876803,0.4292426396,0.1475612517,0.5569649,0.47256827,-0.18273361,1
93,82.97038832,-88.98474233,23.01341542,123.8224071,-0.2147098619,-0.2419157711,-0.1607465188,-0.075989425,-0.19824843,-0.49202988,1
94,83.23039137,-89.12919813,23.18813545,124.1329956,-0.2773258288,0.00351741894,1.007815803,-0.13768168,0.047450352,0.67545056,1
95,83.45942758,-89.15927631,23.51818171,124.3702437,-0.04274103162,0.4012830034,1.672716079,0.09836084,0.44544396,1.3394028,1
96,83.66478393,-89.23214492,23.57738347,124.5715216,-0.2290027799,-0.3503311116,-0.512714356,-0.08750833,-0.30595505,-0.8468622,1
97,83.80939091,-89.31295964,23.58227047,124.7274769,-0.2945947061,-0.04655248739,0.8692422767,-0.15296888,-0.0020368535,0.53450984,1
98,83.94013894,-89.27976796,23.6849989,124.8110677,0.07121494022,0.4374710741,1.395975247,0.2132668,0.48209265,1.0607399,1
99,84.00665636,-89.24140287,23.793076,124.8489344,-0.5310469911,-0.2081192318,1.09413083,-0.38853556,-0.16341822,0.7586245,1
100,84.10275742,-89.28085605,23.7921668,124.9416354,-0.1794110115,-0.3197840366,-0.5653781829,-0.036819655,-0.2749751,-0.90127635,1
101,84.46820868,-89.38295401,23.93882048,125.2886978,0.06932988135,0.445317115,1.418553255,0.21266225,0.49042153,1.0812157,1
102,84.89995909,-89.68232242,23.88959095,125.7840787,0.2005925986,0.06848840669,-0.4545850619,0.34414038,0.114048965,-0.7936961,1
103,84.97945447,-89.77386469,23.89610341,125.9042387,-0.1889783625,-0.307174821,-0.4811315772,-0.045286667,-0.26151428,-0.82058936,1
104,85.31861318,-89.79781518,24.01391687,126.1728221,-0.1326351072,-0.1722114037,-0.1722501777,0.011647349,-0.12625846,-0.51303196,1
105,86.2265778,-90.52220811,23.82491016,127.2671164,0.4619343709,0.5145361499,0.2844286637,0.6064552,0.5615129,-0.060130835,1
106,86.6423591,-90.91832546,23.47373713,127.76563,0.5231993809,0.5665906209,0.2646230565,0.66693693,0.61415106,-0.08170634,1
107,87.21904062,-91.22878687,23.31926924,128.3496787,0.486376084,0.5298034604,0.2539537157,0.63001347,0.57800084,-0.0947247,1
108,87.32239135,-91.31339736,23.33949848,128.4837301,0.782166195,0.8049347822,0.2227482742,0.9259951,0.85324496,-0.12636456,1
109,87.94055876,-91.31887059,23.3126795,128.9036777,0.5206348087,0.5877870756,0.3405844401,0.66458523,0.6366753,-0.010926567,1
110,88.55391072,-91.59177592,23.1413182,129.4850077,-0.2773278897,0.02624268799,1.164207206,-0.1336328,0.07574095,0.810246,1
111,88.67549596,-91.6758747,23.10666065,129.621468,0.4715653501,0.5560113024,0.3987541599,0.6152529,0.6056538,0.044287346,1
112,89.34682279,-92.13952868,22.80308009,130.3553898,0.4205950087,0.5475836474,0.5666762455,0.5637882,0.59802425,0.20943147,1
113,89.88964826,-92.44246549,22.93375654,130.9645594,0.4775856065,0.5047582767,0.1658289899,0.6217497,0.5557592,-0.19365025,1
114,90.09530657,-92.5337275,22.85991175,131.1572721,0.336873261,0.3892231835,0.2485118885,0.4809629,0.44049722,-0.111822955,1
115,90.23199444,-92.59941724,22.65457729,131.2619287,-0.2990772006,-0.3347306577,-0.1742641415,-0.15563257,-0.28324768,-0.53516257,1
116,90.36000609,-92.70865983,22.96199026,131.4803329,0.2710600285,0.3725616851,0.4373756098,0.4157944,0.42410913,0.075938985,1
117,90.50548722,-92.95413357,23.01587076,131.7628282,-0.248650897,0.01035411843,1.022250275,-0.10341767,0.062102422,0.66014427,1
118,90.77651605,-93.01265178,23.02296838,131.991623,0.09211336605,0.139251099,0.1996029956,0.23755148,0.19129227,-0.16359422,1
119,90.95351538,-93.30643856,22.88074528,132.295745,-0.2915641325,-0.04182906271,0.9859716997,-0.14632186,0.010490003,0.6219718,1
120,91.13784795,-93.23410022,22.99733408,132.3917692,-0.2465417383,-0.3109852344,-0.2859683615,-0.10083174,-0.2585106,-0.6506745,1
121,91.46491389,-93.4286399,22.81891943,132.7231803,-0.3349512222,-0.1012551684,0.9274173711,-0.18956448,-0.048334777,0.5613393,1
122,91.64025416,-93.6408913,22.90051699,133.0074668,-0.006474399195,-0.08442671981,-0.3189928264,0.13949423,-0.031292476,-0.6858432,1
123,91.85726266,-93.83951033,22.89432876,133.2957645,-0.4056719459,-0.1381245281,1.060093935,-0.25944906,-0.08471891,0.6923139,1
124,92.15997711,-94.07313778,22.69501237,133.6348811,0.05286596157,-0.1398410784,-0.7949479864,0.19863288,-0.08606802,-1.163984,1
125,92.25833044,-94.12729143,22.6481204,133.7328809,0.3547990165,0.504786851,0.6515489618,0.50051683,0.55871516,0.28208977,1
126,93.74927004,-93.63796319,22.32204721,134.3699604,0.211385407,0.3942800894,0.7957706576,0.3558619,0.44951633,0.42069945,1
127,93.37844813,-94.45200418,22.40112377,134.6941926,-0.03358207272,-0.01715836292,0.06293188318,0.11185728,0.037940443,-0.31100956,1
128,93.80585302,-94.84761288,21.93996255,135.1923447,0.04322442303,0.256370111,0.9263274963,0.18734431,0.31199735,0.5506123,1
129,94.20826103,-95.05465196,21.52366615,135.5501724,0.8028162073,0.8792196038,0.3642329081,0.94564056,0.9353294,-0.013107048,1
130,94.791688,-95.29018764,21.15952041,136.0639918,-0.05264245277,0.1463853451,0.8936740922,0.08912107,0.20310183,0.51401144,1
131,95.02679475,-95.20358187,21.02603823,136.1466401,0.6534531283,0.7288305933,0.3593303075,0.7947298,0.78579706,-0.021229278,1
132,94.90955016,-95.66656262,20.86304968,136.3641465,0.798097639,0.8364507567,0.205264196,0.9391302,0.8934396,-0.17499708,1
133,95.68067443,-96.2390707,20.38660956,137.2310508,0.7732399901,0.8451373052,0.3586939098,0.91314137,0.90300274,-0.024741245,1
134,97.02471332,-96.81126275,20.04096616,138.5202376,-0.2327141868,0.001344732679,1.132624323,-0.093282,0.060588107,0.7437737,1
135,97.98736471,-97.63213409,19.88004363,139.7453925,-0.1133175096,-0.1709137997,-0.2797808534,0.026494555,-0.110593215,-0.6726667,1
136,99.12638255,-98.68152874,19.72222493,141.2552687,-0.08573483131,-0.1487419334,-0.3135413786,0.054780852,-0.087079525,-0.7112587,1
137,99.47447455,-98.90265141,19.63749723,141.6422774,-0.1971614115,0.06936903307,1.34899721,-0.056669183,0.13141972,0.9498418,1
138,100.7387583,-100.0610695,19.14626645,143.2727982,-0.1676366597,-0.2053090644,-0.1897762506,-0.027512021,-0.14164314,-0.59431994,1
139,102.5256129,-101.4592662,18.06903722,145.3684092,-0.1511019772,-0.2037262386,-0.2863157497,-0.013182951,-0.13774562,-0.69839567,1
140,103.1472843,-101.7950422,17.71427414,145.9978986,0.5194654042,0.5708251645,0.2590024823,0.6564993,0.6375261,-0.15562658,1
141,103.1996509,-101.9109408,17.61475371,146.1036929,-0.1057138823,-0.1890375479,-0.473911269,0.031097574,-0.12220754,-0.8888013,1
142,103.5785563,-102.103938,17.51660974,146.494248,-0.1498144141,0.02553979069,1.034411304,-0.013080433,0.09280344,0.61795944,1
143,103.7001593,-102.2629702,17.47450064,146.6860368,0.548760103,0.646427538,0.529051362,0.68551964,0.7138553,0.11206552,1
144,106.3413412,-103.7959509,16.86527822,149.5543881,0.002874178982,-0.04188142641,-0.2738153614,0.13964783,0.028703246,-0.70181245,1
145,106.3246336,-103.9072712,16.90378639,149.6241541,-0.1017682782,-0.2018055325,-0.5990294554,0.035295047,-0.13117914,-1.0270171,1
146,106.652704,-104.1274113,16.95135885,150.0155476,-0.2456071285,0.03145467621,1.740310478,-0.10803871,0.10246055,1.3109416,1
147,106.8556137,-104.3575082,16.93200248,150.3173475,-0.1002609659,-0.2194944205,-0.7174724815,0.037540678,-0.14820415,-1.1477349,1
148,107.6781866,-104.8763878,17.04130782,151.2747671,-0.119029546,-0.159501537,-0.2296653115,0.019982984,-0.087250456,-0.663387,1
149,108.1545596,-105.3474756,16.66014348,151.8981921,-0.2124703507,-0.2630668571,-0.2845743561,-0.07426071,-0.19009355,-0.72037184,1
150,108.4406065,-105.6221394,16.76568398,152.3039339,-0.3132508265,-0.4170704137,-0.6018155895,-0.17427684,-0.34375867,-1.038844,1
151,108.5215071,-105.7213972,16.83991869,152.4385626,0.2426812207,0.3347939075,0.539190092,0.382081,0.40821543,0.10179795,1
152,108.8717819,-105.8259629,16.50584108,152.7240733,-0.1966614173,-0.03062108816,1.101360486,-0.058302063,0.0432745,0.66252446,1
153,110.405528,-106.8071076,15.64019219,154.4077573,0.8817811594,0.9875420933,0.5195342629,1.0182718,1.0634266,0.07425102,1
154,112.7623656,-107.6240096,15.24601191,156.6228558,-0.1293193861,-0.1789752757,-0.3078604729,0.007245104,-0.10034616,-0.7628617,1
155,113.7812377,-108.2958699,15.10546598,157.8047516,-0.1406690739,0.01283316968,1.152130581,-0.0036545643,0.092722245,0.6928251,1
156,113.9636037,-108.4043622,15.08422186,158.0086723,-0.2188012669,-0.06059135952,1.218196146,-0.081698515,0.019524043,0.7581217,1
157,115.4476928,-109.258607,14.7933609,159.6385206,0.005112520765,0.04060278245,0.2607459536,0.14247757,0.12260748,-0.20559564,1
158,116.1265711,-109.8198861,14.64513931,160.50004,0.2710167642,0.3523910822,0.4922577409,0.4085673,0.43526477,0.023017095,1
159,117.40494,-110.3218247,14.3828137,161.7457579,0.3252379876,0.3951153079,0.3773591402,0.46266216,0.4794963,-0.097180255,1
160,117.8411579,-110.5490181,14.24388733,162.2051492,0.3823011743,0.4973475987,0.697413604,0.5195308,0.582252,0.22105531,1
161,118.2242268,-110.5704943,14.16339182,162.4912371,-0.101374514,-0.1487196929,-0.3141761951,0.035657518,-0.06341794,-0.79207367,1
162,118.3573042,-110.7298234,14.01462342,162.6836052,0.1724806672,0.3054169317,0.9586781859,0.3091349,0.39092487,0.480196,1
163,118.7488963,-111.0022015,13.89335303,163.1435383,0.137794275,0.1664852551,0.1533404586,0.2743522,0.25247827,-0.32679474,1
164,119.2128267,-111.1601466,13.83198278,163.5836142,0.2023891034,0.3150400282,0.7884564379,0.33899435,0.40155858,0.30640817,1
165,119.6435875,-111.4251769,13.52196918,164.0518195,0.3733968491,0.4853694155,0.6967224334,0.509184,0.5724529,0.21286027,1
166,120.1187821,-111.6555358,13.14573314,164.5244399,0.5725800601,0.6759484936,0.5137473703,0.7072524,0.76362884,0.02791069,1
167,120.5666182,-111.8003967,13.37211641,164.968022,0.671098584,0.759962558,0.307264126,0.80693763,0.84812117,-0.18042888,1
168,120.8755907,-111.952567,12.82318379,165.2534962,0.2021648341,0.3071216285,0.7760979281,0.33616316,0.395788,0.28708538,1
169,121.3375019,-112.1951217,12.41583956,165.7247297,0.2345622278,0.2762336533,0.2049514223,0.36733747,0.36549914,-0.2859911,1
170,121.8992412,-112.698195,12.78849256,166.5048161,0.1296862574,0.1518337236,0.1006331003,0.26463687,0.24181443,-0.39275688,1
171,122.6006791,-112.6776754,12.16247532,166.9583983,-0.3306356956,-0.2075305556,1.411773641,-0.19794951,-0.11672126,0.91555595,1
172,123.2352211,-113.2721226,11.81413772,167.8006821,-0.3714276269,-0.2593983697,1.385129919,-0.23929317,-0.16768397,0.88615704,1
173,123.4736656,-113.4164967,11.85534794,168.0761702,-0.2728309305,-0.4002962268,-0.9843920924,-0.14032947,-0.3083074,-1.4843683,1
174,124.0746611,-113.8075092,11.73864773,168.773409,-0.2186652362,-0.2814491979,-0.4148579201,-0.08597222,-0.18862228,-0.91742355,1
175,124.3307398,-113.9906902,11.61574231,169.0767093,-0.01460552455,-0.05614278466,-0.3880844557,0.1178482,0.037003737,-0.89173144,1
176,124.4928795,-114.0811794,11.49052148,169.248414,0.2258269204,0.2881750404,0.4167335232,0.35794875,0.38155675,-0.087606646,1
177,124.8257925,-114.2243684,11.29216546,169.5765276,0.2268121568,0.2543777613,0.06782614772,0.3584484,0.34823257,-0.43793076,1
178,125.2544264,-114.2763869,11.19786705,169.921029,0.3369859206,0.4322775334,0.6462286912,0.4684707,0.5266606,0.1386953,1
179,126.8685538,-115.0724737,11.01188922,171.6349785,-0.1547318621,-0.2353499571,-0.6754303185,-0.022456782,-0.13874544,-1.1898768,1
180,127.6147982,-115.5340579,10.87519339,172.4874563,-0.1501976042,-0.2199655869,-0.5677387324,-0.017731378,-0.1223729,-1.0853729,1
181,128.1491682,-115.8876282,10.94489597,173.1240621,0.4107426584,0.494371986,0.4302353614,0.5439469,0.59257025,-0.089646436,1
182,128.6029671,-115.9965389,10.44360924,173.5021299,-0.1182336403,-0.1604609733,-0.3237837431,0.0132681215,-0.061644983,-0.84555775,1
183,129.4074222,-116.6621987,10.53768413,174.5491155,0.1752800846,0.2316949538,0.4132624201,0.30804685,0.33152446,-0.111964434,1
184,130.3298691,-117.2365437,10.31470839,175.6037507,0.1699460838,0.2431144992,0.6158249888,0.3026677,0.3441045,0.08668998,0
185,130.7374564,-117.5272251,10.23361853,176.0955922,-0.1433063273,-0.02622522431,1.526308805,-0.010494452,0.07528934,0.9954348,0
186,130.9814042,-117.6393628,10.16021752,176.3473173,0.08499755727,0.1219391213,0.3185767589,0.21771881,0.2237734,-0.21333073,0
187,131.393712,-117.922769,9.829079203,176.8239223,-0.1587534982,-0.02160377402,1.863451493,-0.026851539,0.080880575,1.3297443,0
188,132.6613283,-118.5165522,9.265215581,178.1321103,0.2993789585,0.3833442323,0.6177033232,0.4301155,0.48753953,0.07861013,0
189,133.1424461,-118.7215697,9.219490387,178.6245321,0.3277959403,0.4160190822,0.6247588588,0.45870963,0.52081305,0.083637364,0
190,133.3187547,-118.8082286,9.26287176,178.8157845,-0.08805600425,-0.131437138,-0.4164755063,0.04320104,-0.026397036,-0.958359,0
191,133.4690484,-118.9000722,9.159682025,178.9835508,0.3320453974,0.4389991114,0.8629540074,0.46304917,0.54426,0.32042217,0
192,133.6597234,-118.9644916,8.986869847,179.1598015,0.2939360762,0.4010263348,0.9411840769,0.42443174,0.506595,0.3978258,0
193,133.8422832,-119.0621092,8.839465001,179.3535047,0.1599394842,0.2333061878,0.7203559657,0.2900082,0.33912364,0.17622308,0
194,134.1493582,-119.1175334,8.7620762,179.6157368,-0.3470103731,-0.4557525116,-0.8756654395,-0.21709889,-0.34956637,-1.4210739,0
195,134.6875712,-119.4289496,8.855908519,180.2288644,0.2954540515,0.3677981372,0.467908669,0.42626837,0.47471064,-0.079817675,0
196,134.9082492,-119.543658,8.746411911,180.4644518,-0.3244728955,-0.4808280344,-1.554260854,-0.19389443,-0.3736101,-2.1029303,0
197,135.1085313,-119.6110097,8.642283518,180.6537991,-0.2056473831,-0.2851247302,-0.7287599241,-0.07533403,-0.17763175,-1.2782793,0
198,135.8365069,-119.9048516,8.624778035,181.3921636,0.160541759,0.2038502437,0.3088390454,0.2913086,0.3122441,-0.2437508,0
